ReadID	maxG1	maxG2	genome	chr_G1	pos_G1	chrG2	posG2	group
SRR6485325.141770	0	0	undetermined	H1_chr5	6270178	H2_chr5	15268116	PEES
SRR6485325.15171	0	0	undetermined	H1_chr5	6270187	H2_chr5	32040677	PEES
SRR6485325.193617	0	0	undetermined	H1_chr5	6270206	H2_chr5	31069763	PEES
SRR6485325.188732	0	0	undetermined	H1_chr5	6270207	H2_chr5	31285700	PEES
SRR6485325.243571	-3	-3	undetermined	H1_chr5	6270237	H2_chr5	31069794	PEES
SRR6485325.224446	0	0	undetermined	H1_chr5	6270362	H2_chr5	31008912	PEES
SRR6485325.76141	0	0	undetermined	H1_chr5	6270407	H2_chr5	31069964	PEES
SRR6485325.36983	0	0	undetermined	H1_chr5	6270413	H2_chr5	31069970	PEES
SRR6485325.172947	0	0	undetermined	H1_chr5	6270416	H2_chr5	32040448	PEES
SRR6485325.231687	0	0	undetermined	H1_chr5	6270418	H2_chr5	31008968	PEES
SRR6485325.81116	0	0	undetermined	H1_chr5	6270421	H2_chr5	31008971	PEES
SRR6485325.120901	0	0	undetermined	H1_chr5	6270432	H2_chr5	31069989	PEES
SRR6485325.144291	0	0	undetermined	H1_chr5	6270433	H2_chr5	31069990	PEES
SRR6485325.245204	0	0	undetermined	H1_chr5	6270438	H2_chr5	31008988	PEES
SRR6485325.219566	0	0	undetermined	H1_chr5	6270454	H2_chr5	31009004	PEES
SRR6485325.209619	0	0	undetermined	H1_chr5	6270478	H2_chr5	32040386	PEES
SRR6485325.67107	0	0	undetermined	H1_chr5	6270500	H2_chr5	32040364	PEES
SRR6485325.75591	0	0	undetermined	H1_chr5	6270510	H2_chr5	31070067	PEES
SRR6485325.1140	0	0	undetermined	H1_chr5	6270534	H2_chr5	31070091	PEES
SRR6485325.81094	0	0	undetermined	H1_chr5	6270535	H2_chr5	31070092	PEES
SRR6485325.199930	0	0	undetermined	H1_chr5	6270561	H2_chr5	31070118	PEES
SRR6485325.18216	0	0	undetermined	H1_chr5	6270569	H2_chr5	31070126	PEES
SRR6485325.75437	-5	-5	undetermined	H1_chr5	6270575	H2_chr5	31070132	PEES
SRR6485325.176350	0	0	undetermined	H1_chr5	6270586	H2_chr5	32040278	PEES
SRR6485325.107904	0	0	undetermined	H1_chr5	6270589	H2_chr5	31070146	PEES
SRR6485325.56201	0	0	undetermined	H1_chr5	6270595	H2_chr5	31070152	PEES
SRR6485325.45611	0	0	undetermined	H1_chr5	6270631	H2_chr5	31070188	PEES
SRR6485325.118541	0	0	undetermined	H1_chr5	6270645	H2_chr5	31009195	PEES
SRR6485325.204144	0	0	undetermined	H1_chr5	6270694	H2_chr5	16843999	PEES
SRR6485325.245459	0	0	undetermined	H1_chr5	6270707	H2_chr5	31070264	PEES
SRR6485325.112143	0	0	undetermined	H1_chr5	6270709	H2_chr5	32040155	PEES
SRR6485325.174832	0	0	undetermined	H1_chr5	6270724	H2_chr5	31070281	PEES
SRR6485325.215852	0	0	undetermined	H1_chr5	6270740	H2_chr5	31070297	PEES
SRR6485325.113583	0	0	undetermined	H1_chr5	6270742	H2_chr5	5719658	PEES
SRR6485325.142035	0	0	undetermined	H1_chr5	6270935	H2_chr5	32039929	PEES
SRR6485325.49883	0	0	undetermined	H1_chr5	6270952	H2_chr5	5719868	PEES
SRR6485325.234544	-9	-9	undetermined	H1_chr5	6270965	H2_chr5	5719881	PEES
SRR6485325.238968	0	0	undetermined	H1_chr5	6270972	H2_chr5	6416046	PEES
SRR6485325.179990	0	0	undetermined	H1_chr5	6270989	H2_chr5	5719905	PEES
SRR6485325.153412	0	0	undetermined	H1_chr5	6271001	H2_chr5	6416017	PEES
SRR6485325.158970	0	0	undetermined	H1_chr5	6271088	H2_chr5	34227468	PEES
SRR6485325.214054	0	0	undetermined	H1_chr5	6271142	H2_chr5	32039722	PEES
SRR6485325.160564	0	0	undetermined	H1_chr5	6271167	H2_chr5	31070724	PEES
SRR6485325.172262	0	0	undetermined	H1_chr5	6271178	H2_chr5	32039686	PEES
SRR6485325.83012	0	0	undetermined	H1_chr5	6271251	H2_chr5	32039613	PEES
SRR6485325.1838	0	0	undetermined	H1_chr5	6271252	H2_chr5	32039612	PEES
SRR6485325.216527	0	0	undetermined	H1_chr5	6271274	H2_chr5	31070831	PEES
SRR6485325.36738	0	0	undetermined	H1_chr5	6271278	H2_chr5	31070835	PEES
SRR6485325.112148	0	0	undetermined	H1_chr5	6271325	H2_chr5	29962330	PEES
SRR6485325.82754	0	0	undetermined	H1_chr5	6271327	H2_chr5	31070884	PEES
SRR6485325.80794	0	0	undetermined	H1_chr5	6271330	H2_chr5	6415688	PEES
SRR6485325.161075	0	0	undetermined	H1_chr5	6271340	H2_chr5	34227216	PEES
SRR6485325.25846	0	0	undetermined	H1_chr5	6271342	H2_chr5	34227214	PEES
SRR6485325.167265	0	0	undetermined	H1_chr5	6271501	H2_chr5	31071058	PEES
SRR6485325.72054	-5	-5	undetermined	H1_chr5	6271507	H2_chr5	31071064	PEES
SRR6485325.38096	0	0	undetermined	H1_chr5	6271531	H2_chr5	31071088	PEES
SRR6485325.81494	0	0	undetermined	H1_chr5	6271565	H2_chr5	31071122	PEES
SRR6485325.39284	0	0	undetermined	H1_chr5	6271575	H2_chr5	31071132	PEES
SRR6485325.56301	-10	-10	undetermined	H1_chr5	6271619	H2_chr5	31071176	PEES
SRR6485325.59648	0	0	undetermined	H1_chr5	6271636	H2_chr5	31071193	PEES
SRR6485325.46369	0	0	undetermined	H1_chr5	6271645	H2_chr5	31071202	PEES
SRR6485325.111545	-15	-15	undetermined	H1_chr5	6271725	H2_chr5	31071282	PEES
SRR6485325.13723	0	0	undetermined	H1_chr5	6271743	H2_chr5	31071300	PEES
SRR6485325.33661	0	0	undetermined	H1_chr5	6271772	H2_chr5	31071329	ES
SRR6485325.30805	-5	-5	undetermined	H1_chr5	6271800	H2_chr5	31071357	PEES
SRR6485325.247842	-4	-4	undetermined	H1_chr5	6271807	H2_chr5	31071364	PEES
SRR6485325.217451	0	0	undetermined	H1_chr5	6271826	H2_chr5	31071383	PEES
SRR6485325.149951	0	0	undetermined	H1_chr5	6271838	H2_chr5	31071395	ES
SRR6485325.154649	0	0	undetermined	H1_chr5	6271848	H2_chr5	31071405	PEES
SRR6485325.109601	0	0	undetermined	H1_chr5	6271878	H2_chr5	31071435	PEES
SRR6485325.124556	0	0	undetermined	H1_chr5	6272023	H2_chr5	31071580	PEES
SRR6485325.199051	-14	-14	undetermined	H1_chr5	6272024	H2_chr5	31071581	PEES
SRR6485325.204546	-3	-3	undetermined	H1_chr5	6272069	H2_chr5	31071626	PEES
SRR6485325.63453	-5	-5	undetermined	H1_chr5	6272191	H2_chr5	29963196	PEES
SRR6485325.35145	-5	-5	undetermined	H1_chr5	6272197	H2_chr5	29963202	PEES
SRR6485325.192692	0	0	undetermined	H1_chr5	6272207	H2_chr5	29963212	PEES
SRR6485325.171228	0	0	undetermined	H1_chr5	6272225	H2_chr5	5721141	PEES
SRR6485325.59909	0	0	undetermined	H1_chr5	6272314	H2_chr5	29963319	PEES
SRR6485325.36332	0	0	undetermined	H1_chr5	6272469	H2_chr5	5721385	PEES
SRR6485325.195192	0	0	undetermined	H1_chr5	6272474	H2_chr5	31072031	PEES
SRR6485325.148042	0	0	undetermined	H1_chr5	6272592	H2_chr5	31072149	PEES
SRR6485325.83778	0	0	undetermined	H1_chr5	6272606	H2_chr5	31072163	PEES
SRR6485325.37587	0	0	undetermined	H1_chr5	6272625	H2_chr5	31072182	PEES
SRR6485325.36424	-5	-5	undetermined	H1_chr5	6272663	H2_chr5	31072220	PEES
SRR6485325.148622	0	0	undetermined	H1_chr5	6272665	H2_chr5	31072222	PEES
SRR6485325.186740	-3	-3	undetermined	H1_chr5	6272724	H2_chr5	29963729	PEES
SRR6485325.77621	0	0	undetermined	H1_chr5	6272724	H2_chr5	31072281	PEES
SRR6485325.248137	0	0	undetermined	H1_chr5	6272748	H2_chr5	31072305	PEES
SRR6485325.184458	0	0	undetermined	H1_chr5	6272808	H2_chr5	31072365	PEES
SRR6485325.68618	-5	-5	undetermined	H1_chr5	6272814	H2_chr5	5721730	PEES
SRR6485325.4965	-4	-4	undetermined	H1_chr5	6273026	H2_chr5	34225530	PEES
SRR6485325.22758	0	0	undetermined	H1_chr5	6273102	H2_chr5	31072655	PEES
SRR6485325.24369	0	0	undetermined	H1_chr5	6273148	H2_chr5	34225408	PEES
SRR6485325.4452	0	0	undetermined	H1_chr5	6273155	H2_chr5	31072708	PEES
SRR6485325.202433	-5	-5	undetermined	H1_chr5	6273335	H2_chr5	31072888	PEES
SRR6485325.41689	-5	-5	undetermined	H1_chr5	6273349	H2_chr5	31072902	PEES
SRR6485325.127084	0	0	undetermined	H1_chr5	6273414	H2_chr5	31072967	PEES
SRR6485325.64249	0	0	undetermined	H1_chr5	6273419	H2_chr5	31072972	PEES
SRR6485325.129628	0	0	undetermined	H1_chr5	6273472	H2_chr5	31073025	PEES
SRR6485325.58312	0	0	undetermined	H1_chr5	6273487	H2_chr5	31073040	PEES
SRR6485325.209800	0	0	undetermined	H1_chr5	6273488	H2_chr5	31073041	PEES
SRR6485325.71474	0	0	undetermined	H1_chr5	6273490	H2_chr5	31073043	PEES
SRR6485325.70481	0	0	undetermined	H1_chr5	6273492	H2_chr5	31073045	PEES
SRR6485325.190373	0	0	undetermined	H1_chr5	6273528	H2_chr5	31073081	PEES
SRR6485325.27265	0	0	undetermined	H1_chr5	6273555	H2_chr5	31073108	PEES
SRR6485325.25121	-9	-9	undetermined	H1_chr5	6273610	H2_chr5	31073163	PEES
SRR6485325.21200	0	0	undetermined	H1_chr5	6273752	H2_chr5	31073305	PEES
SRR6485325.154858	0	0	undetermined	H1_chr5	6273769	H2_chr5	31073322	PEES
SRR6485325.230866	0	0	undetermined	H1_chr5	6273775	H2_chr5	31073328	PEES
SRR6485325.152685	0	0	undetermined	H1_chr5	6273812	H2_chr5	34224744	PEES
SRR6485325.210104	0	0	undetermined	H1_chr5	6273849	H2_chr5	34224707	PEES
SRR6485325.15893	0	0	undetermined	H1_chr5	6273851	H2_chr5	32037014	PEES
SRR6485325.150870	0	0	undetermined	H1_chr5	6273984	H2_chr5	31073537	PEES
SRR6485325.242774	0	0	undetermined	H1_chr5	6273985	H2_chr5	32036880	PEES
SRR6485325.152954	0	0	undetermined	H1_chr5	6274020	H2_chr5	34224536	PEES
SRR6485325.8169	0	0	undetermined	H1_chr5	6274032	H2_chr5	31073585	PEES
SRR6485325.107435	0	0	undetermined	H1_chr5	6274053	H2_chr5	34224503	PEES
SRR6485325.188371	0	0	undetermined	H1_chr5	6274054	H2_chr5	31073607	PEES
SRR6485325.153443	0	0	undetermined	H1_chr5	6274126	H2_chr5	31073679	PEES
SRR6485325.30704	0	0	undetermined	H1_chr5	6274200	H2_chr5	34224356	PEES
SRR6485325.161634	0	0	undetermined	H1_chr5	6274220	H2_chr5	31073773	ES
SRR6485325.195222	-5	-5	undetermined	H1_chr5	6274242	H2_chr5	34224314	PEES
SRR6485325.144563	-5	-5	undetermined	H1_chr5	6274253	H2_chr5	31073806	PEES
SRR6485325.10535	0	0	undetermined	H1_chr5	6274273	H2_chr5	34224283	PEES
SRR6485325.4234	0	0	undetermined	H1_chr5	6274302	H2_chr5	31073855	PEES
SRR6485325.100459	0	0	undetermined	H1_chr5	6274342	H2_chr5	31073895	PEES
SRR6485325.19977	0	0	undetermined	H1_chr5	6274358	H2_chr5	34224198	PEES
SRR6485325.18541	0	0	undetermined	H1_chr5	6274501	H2_chr5	31074054	PEES
SRR6485325.59846	0	0	undetermined	H1_chr5	6274567	H2_chr5	31074120	PEES
SRR6485325.239008	0	0	undetermined	H1_chr5	6274624	H2_chr5	31074177	PEES
SRR6485325.205348	0	0	undetermined	H1_chr5	6275159	H2_chr5	32035706	PEES
SRR6485325.121823	0	0	undetermined	H1_chr5	6275277	H2_chr5	32035588	PEES
SRR6485325.47053	0	0	undetermined	H1_chr5	6275930	H2_chr5	38799725	PEES
SRR6485325.86223	0	0	undetermined	H1_chr5	6275933	H2_chr5	15268345	PEES
SRR6485325.32618	0	0	undetermined	H1_chr5	6276039	H2_chr5	38799616	PEES
SRR6485325.249189	0	0	undetermined	H1_chr5	6276205	H2_chr5	49674224	PEES
SRR6485325.80082	-5	-5	undetermined	H1_chr5	6276272	H2_chr5	15268684	PEES
SRR6485325.11773	0	0	undetermined	H1_chr5	6276312	H2_chr5	15268724	ES
SRR6485325.188723	0	0	undetermined	H1_chr5	6276321	H2_chr5	15268733	PEES
SRR6485325.64366	-4	-4	undetermined	H1_chr5	6276326	H2_chr5	15268738	PEES
SRR6485325.190947	0	0	undetermined	H1_chr5	6276355	H2_chr5	15268767	PEES
SRR6485325.754	0	0	undetermined	H1_chr5	6276375	H2_chr5	15268787	PEES
SRR6485325.222243	0	0	undetermined	H1_chr5	6276400	H2_chr5	15268812	ES
SRR6485325.140923	0	0	undetermined	H1_chr5	6276412	H2_chr5	15268824	PEES
SRR6485325.93870	0	0	undetermined	H1_chr5	6276417	H2_chr5	15268829	PEES
SRR6485325.51241	0	0	undetermined	H1_chr5	6276501	H2_chr5	32041483	PEES
SRR6485325.185725	0	0	undetermined	H1_chr5	6276503	H2_chr5	32041485	PEES
SRR6485325.125422	0	0	undetermined	H1_chr5	6276718	H2_chr5	30822496	PEES
SRR6485325.181286	0	0	undetermined	H1_chr5	6276722	H2_chr5	23212246	PEES
SRR6485325.90319	0	0	undetermined	H1_chr5	6276736	H2_chr5	30822514	PEES
SRR6485325.246580	0	0	undetermined	H1_chr5	6276751	H2_chr5	30822529	PEES
SRR6485325.199511	0	0	undetermined	H1_chr5	6276761	H2_chr5	30822539	PEES
SRR6485325.125858	0	0	undetermined	H1_chr5	6276797	H2_chr5	30822575	PEES
SRR6485325.247202	-5	-5	undetermined	H1_chr5	6276800	H2_chr5	31068639	PEES
SRR6485325.224337	0	0	undetermined	H1_chr5	6276819	H2_chr5	31068620	PEES
SRR6485325.217978	0	0	undetermined	H1_chr5	6276828	H2_chr5	23212140	PEES
SRR6485325.92100	0	0	undetermined	H1_chr5	6276832	H2_chr5	31068607	PEES
SRR6485325.120895	0	0	undetermined	H1_chr5	6276857	H2_chr5	31068582	PEES
SRR6485325.155305	0	0	undetermined	H1_chr5	6276858	H2_chr5	30822636	PEES
SRR6485325.187772	0	0	undetermined	H1_chr5	6276870	H2_chr5	30822648	PEES
SRR6485325.84672	0	0	undetermined	H1_chr5	6276871	H2_chr5	30822649	ES
SRR6485325.145991	0	0	undetermined	H1_chr5	6276922	H2_chr5	15269333	PEES
SRR6485325.247498	0	0	undetermined	H1_chr5	6276924	H2_chr5	15269335	PEES
SRR6485325.182324	0	0	undetermined	H1_chr5	6276924	H2_chr5	15269335	PEES
SRR6485325.146459	0	0	undetermined	H1_chr5	6276944	H2_chr5	15269355	PEES
SRR6485325.3250	0	0	undetermined	H1_chr5	6276947	H2_chr5	15269358	PEES
SRR6485325.131036	0	0	undetermined	H1_chr5	6276955	H2_chr5	15269366	PEES
SRR6485325.85693	0	0	undetermined	H1_chr5	6276982	H2_chr5	30822760	PEES
SRR6485325.230443	0	0	undetermined	H1_chr5	6276989	H2_chr5	15269400	PEES
SRR6485325.54852	0	0	undetermined	H1_chr5	6277003	H2_chr5	15269414	PEES
SRR6485325.44898	0	0	undetermined	H1_chr5	6277007	H2_chr5	15269418	PEES
SRR6485325.69348	0	0	undetermined	H1_chr5	6277007	H2_chr5	15269418	PEES
SRR6485325.167712	0	0	undetermined	H1_chr5	6277033	H2_chr5	15269444	PEES
SRR6485325.44313	0	0	undetermined	H1_chr5	6277099	H2_chr5	31068340	PEES
SRR6485325.216032	0	0	undetermined	H1_chr5	6277104	H2_chr5	31068335	PEES
SRR6485325.50340	0	0	undetermined	H1_chr5	6277114	H2_chr5	6557825	PEES
SRR6485325.61357	-1	-1	undetermined	H1_chr5	6277135	H2_chr5	15269546	PEES
SRR6485325.32675	0	0	undetermined	H1_chr5	6277169	H2_chr5	6557770	PEES
SRR6485325.111116	0	0	undetermined	H1_chr5	6277170	H2_chr5	31068269	PEES
SRR6485325.179987	0	0	undetermined	H1_chr5	6277218	H2_chr5	6557721	PEES
SRR6485325.28752	0	0	undetermined	H1_chr5	6277259	H2_chr5	31068180	PEES
SRR6485325.73995	0	0	undetermined	H1_chr5	6277345	H2_chr5	6557594	PEES
SRR6485325.96434	0	0	undetermined	H1_chr5	6277359	H2_chr5	6557580	PEES
SRR6485325.30067	0	0	undetermined	H1_chr5	6277366	H2_chr5	15269778	PEES
SRR6485325.91989	0	0	undetermined	H1_chr5	6277378	H2_chr5	6557561	PEES
SRR6485325.40228	0	0	undetermined	H1_chr5	6277389	H2_chr5	6557550	PEES
SRR6485325.224848	0	0	undetermined	H1_chr5	6277394	H2_chr5	6557545	PEES
SRR6485325.94452	0	0	undetermined	H1_chr5	6277395	H2_chr5	6557544	PEES
SRR6485325.91920	0	0	undetermined	H1_chr5	6277396	H2_chr5	6557543	PEES
SRR6485325.109519	0	0	undetermined	H1_chr5	6277403	H2_chr5	6557536	PEES
SRR6485325.114583	0	0	undetermined	H1_chr5	6277428	H2_chr5	6557511	PEES
SRR6485325.126031	0	0	undetermined	H1_chr5	6277453	H2_chr5	6557486	PEES
SRR6485325.227586	-3	-3	undetermined	H1_chr5	6277502	H2_chr5	15269914	PEES
SRR6485325.7406	0	0	undetermined	H1_chr5	6277526	H2_chr5	6557413	PEES
SRR6485325.84088	0	0	undetermined	H1_chr5	6277528	H2_chr5	6557411	PEES
SRR6485325.239235	0	0	undetermined	H1_chr5	6277572	H2_chr5	6557367	PEES
SRR6485325.195523	0	0	undetermined	H1_chr5	6277603	H2_chr5	6557336	PEES
SRR6485325.57464	0	0	undetermined	H1_chr5	6278313	H2_chr5	35009938	PEES
SRR6485325.63390	-3	-3	undetermined	H1_chr5	6278326	H2_chr5	32171261	PEES
SRR6485325.176925	0	none	H1_	H1_chr5	6282979	none	0	UGM
SRR6485325.88904	-5	-5	undetermined	H1_chr5	6329941	H2_chr5	6228526	PEES
SRR6485325.170036	-15	-15	undetermined	H1_chr5	6372623	H2_chr5	6272525	PEES
SRR6485325.178167	-8	none	H1_	H1_chr5	6391352	none	0	UGM
SRR6485325.62031	0	none	H1_	H1_chr5	6406466	none	0	UGM
SRR6485325.127411	-19	none	H1_	H1_chr5	6430284	none	0	UGM
SRR6485325.154669	0	0	undetermined	H1_chr5	6457820	H2_chr5	31007513	PEES
SRR6485325.78134	0	0	undetermined	H1_chr5	6466662	H2_chr5	6367013	PEES
SRR6485325.183368	0	0	undetermined	H1_chr5	6475506	H2_chr5	6375826	PEES
SRR6485325.140142	-5	-5	undetermined	H1_chr5	6514645	H2_chr5	5721004	PEES
SRR6485325.173445	0	0	undetermined	H1_chr5	6515540	H2_chr5	5720109	PEES
SRR6485325.178519	-12	-12	undetermined	H1_chr5	6517394	H2_chr5	6417680	PEES
SRR6485325.227714	0	0	undetermined	H1_chr5	6517417	H2_chr5	88234740	PEES
SRR6485325.73896	-5	-5	undetermined	H1_chr5	6517444	H2_chr5	6417730	PEES
SRR6485325.205402	0	0	undetermined	H1_chr5	6517498	H2_chr5	6417784	PEES
SRR6485325.223921	0	0	undetermined	H1_chr5	6517543	H2_chr5	6417829	PEES
SRR6485325.55866	0	0	undetermined	H1_chr5	6517628	H2_chr5	6417914	PEES
SRR6485325.164643	-3	-3	undetermined	H1_chr5	6517648	H2_chr5	6417934	ES
SRR6485325.179437	0	0	undetermined	H1_chr5	6518013	H2_chr5	6418299	ES
SRR6485325.77232	0	0	undetermined	H1_chr5	6532629	H2_chr5	55205899	PEES
SRR6485325.68626	0	0	undetermined	H1_chr5	6532832	H2_chr5	41763910	PEES
SRR6485325.73790	0	none	H1_	H1_chr5	6533583	none	0	UGM
SRR6485325.202960	0	0	undetermined	H1_chr5	6533634	H2_chr5	16843882	PEES
SRR6485325.222263	0	0	undetermined	H1_chr5	6533637	H2_chr5	5719724	PEES
SRR6485325.157988	0	0	undetermined	H1_chr5	6533736	H2_chr5	31070266	PEES
SRR6485325.211146	0	0	undetermined	H1_chr5	6533801	H2_chr5	16844049	PEES
SRR6485325.134132	0	none	H1_	H1_chr5	6534019	none	0	UGM
SRR6485325.6120	-20	-20	undetermined	H1_chr5	6534421	H2_chr5	6434696	PEES
SRR6485325.122514	0	0	undetermined	H1_chr5	6534607	H2_chr5	6434882	PEES
SRR6485325.79638	-5	-5	undetermined	H1_chr5	6534708	H2_chr5	6434983	PEES
SRR6485325.60942	0	0	undetermined	H1_chr5	6535512	H2_chr5	48140819	ES
SRR6485325.44565	0	0	undetermined	H1_chr5	6716313	H2_chr5	6616648	PEES
SRR6485325.16270	-1	none	H1_	H1_chr5	6716915	none	0	UGM
SRR6485325.104512	-8	none	H1_	H1_chr5	6718979	none	0	UGM
SRR6485325.131469	-10	-10	undetermined	H1_chr5	6766609	H2_chr5	6666942	PEES
SRR6485325.20337	0	0	undetermined	H1_chr5	6781475	H2_chr5	6681810	PEES
SRR6485325.170621	-1	none	H1_	H1_chr5	6799534	none	0	UGM
SRR6485325.151431	-5	-5	undetermined	H1_chr5	6818944	H2_chr5	6719868	PEES
SRR6485325.132363	-5	none	H1_	H1_chr5	6841118	none	0	UGM
SRR6485325.221724	-5	-5	undetermined	H1_chr5	6845247	H2_chr5	6747822	PEES
SRR6485325.199983	0	0	undetermined	H1_chr5	6872048	H2_chr5	6773953	PEES
SRR6485325.100386	0	0	undetermined	H1_chr5	6893283	H2_chr5	6795198	PEES
SRR6485325.8875	-4	-4	undetermined	H1_chr5	6918521	H2_chr5	6820415	PEES
SRR6485325.210658	-5	-5	undetermined	H1_chr5	6919087	H2_chr5	6820981	PEES
SRR6485325.159579	0	0	undetermined	H1_chr5	6930020	H2_chr5	6831918	PEES
SRR6485325.97806	0	0	undetermined	H1_chr5	6935054	H2_chr5	6836973	PEES
SRR6485325.158562	-19	none	H1_	H1_chr5	6950561	none	0	UGM
SRR6485325.136123	-25	-25	undetermined	H1_chr5	6977552	H2_chr5	6880774	PEES
SRR6485325.51297	0	none	H1_	H1_chr5	7009090	none	0	UGM
SRR6485325.123887	-13	none	H1_	H1_chr5	7020916	none	0	UGM
SRR6485325.108618	0	none	H1_	H1_chr5	7059246	none	0	UGM
SRR6485325.164948	-8	none	H1_	H1_chr5	7061460	none	0	UGM
SRR6485325.35210	-5	-5	undetermined	H1_chr5	7070445	H2_chr5	6973077	PEES
SRR6485325.187090	0	0	undetermined	H1_chr5	7118346	H2_chr5	7020987	PEES
SRR6485325.131061	0	0	undetermined	H1_chr5	7125619	H2_chr5	7028260	PEES
SRR6485325.196416	-5	-5	undetermined	H1_chr5	7151882	H2_chr5	18731034	PEES
SRR6485325.86232	-19	-19	undetermined	H1_chr5	7159919	H2_chr5	7062065	PEES
SRR6485325.1915	-5	-5	undetermined	H1_chr5	7163975	H2_chr5	7066118	ES
SRR6485325.128418	0	0	undetermined	H1_chr5	7182898	H2_chr5	7085038	PEES
SRR6485325.236653	-5	none	H1_	H1_chr5	7187466	none	0	UGM
SRR6485325.68413	-15	-15	undetermined	H1_chr5	7188309	H2_chr5	7090451	PEES
SRR6485325.66752	-10	-10	undetermined	H1_chr5	7199680	H2_chr5	7101812	PEES
SRR6485325.156003	-10	-10	undetermined	H1_chr5	7201993	H2_chr5	7104102	PEES
SRR6485325.60679	-8	-8	undetermined	H1_chr5	7211705	H2_chr5	7113812	PEES
SRR6485325.6927	0	none	H1_	H1_chr5	7215450	none	0	UGM
SRR6485325.40751	0	0	undetermined	H1_chr5	7286464	H2_chr5	7187157	PEES
SRR6485325.70719	-10	-10	undetermined	H1_chr5	7287913	H2_chr5	7188610	PEES
SRR6485325.58565	-5	-5	undetermined	H1_chr5	7323879	H2_chr5	5719647	PEES
SRR6485325.17790	0	0	undetermined	H1_chr5	7324120	H2_chr5	55084086	PEES
SRR6485325.70645	0	0	undetermined	H1_chr5	7324192	H2_chr5	48922207	PEES
SRR6485325.152539	-4	-4	undetermined	H1_chr5	7324305	H2_chr5	48922320	PEES
SRR6485325.3950	-4	-4	undetermined	H1_chr5	7324399	H2_chr5	48922414	PEES
SRR6485325.154679	0	0	undetermined	H1_chr5	7324423	H2_chr5	71705512	PEES
SRR6485325.230919	0	0	undetermined	H1_chr5	7324773	H2_chr5	36047263	PEES
SRR6485325.224893	0	none	H1_	H1_chr5	7324784	none	0	UGM
SRR6485325.94523	0	0	undetermined	H1_chr5	7325087	H2_chr5	15268771	PEES
SRR6485325.101531	0	0	undetermined	H1_chr5	7325129	H2_chr5	32041383	PEES
SRR6485325.247929	0	0	undetermined	H1_chr5	7325439	H2_chr5	82825276	PEES
SRR6485325.249707	0	0	undetermined	H1_chr5	7325715	H2_chr5	75215414	PEES
SRR6485325.166406	0	0	undetermined	H1_chr5	7325757	H2_chr5	23211939	PEES
SRR6485325.242612	0	0	undetermined	H1_chr5	7325814	H2_chr5	5717715	PEES
SRR6485325.99300	-8	-8	undetermined	H1_chr5	7325854	H2_chr5	23211842	PEES
SRR6485325.31858	0	0	undetermined	H1_chr5	7325898	H2_chr5	82119543	PEES
SRR6485325.8270	0	0	undetermined	H1_chr5	7325995	H2_chr5	5717534	PEES
SRR6485325.70930	0	0	undetermined	H1_chr5	7326023	H2_chr5	5717506	PEES
SRR6485325.232581	0	0	undetermined	H1_chr5	7326241	H2_chr5	18909403	PEES
SRR6485325.53560	0	0	undetermined	H1_chr5	7326274	H2_chr5	37109424	PEES
SRR6485325.226398	0	0	undetermined	H1_chr5	7326464	H2_chr5	37109234	PEES
SRR6485325.43289	0	0	undetermined	H1_chr5	7326691	H2_chr5	48924710	PEES
SRR6485325.125357	0	0	undetermined	H1_chr5	7326735	H2_chr5	31067432	PEES
SRR6485325.72070	0	0	undetermined	H1_chr5	7326756	H2_chr5	31067411	PEES
SRR6485325.135872	0	0	undetermined	H1_chr5	7326795	H2_chr5	48924814	PEES
SRR6485325.164454	0	0	undetermined	H1_chr5	7326837	H2_chr5	23210856	PEES
SRR6485325.66075	0	0	undetermined	H1_chr5	7326864	H2_chr5	23210829	PEES
SRR6485325.161629	0	0	undetermined	H1_chr5	7326889	H2_chr5	48924908	PEES
SRR6485325.222903	0	0	undetermined	H1_chr5	7326890	H2_chr5	40799251	PEES
SRR6485325.102686	0	0	undetermined	H1_chr5	7326893	H2_chr5	18910055	PEES
SRR6485325.214113	0	0	undetermined	H1_chr5	7326920	H2_chr5	5710712	PEES
SRR6485325.50484	0	0	undetermined	H1_chr5	7326974	H2_chr5	32171181	PEES
SRR6485325.40353	0	0	undetermined	H1_chr5	7326981	H2_chr5	48925000	PEES
SRR6485325.118643	0	0	undetermined	H1_chr5	7327082	H2_chr5	23210611	PEES
SRR6485325.175319	0	0	undetermined	H1_chr5	7327269	H2_chr5	23210424	ES
SRR6485325.124857	0	0	undetermined	H1_chr5	7347129	H2_chr5	7244029	PEES
SRR6485325.63310	-18	-18	undetermined	H1_chr5	7360787	H2_chr5	7257683	PEES
SRR6485325.28367	-5	-5	undetermined	H1_chr5	7385825	H2_chr5	7282706	PEES
SRR6485325.181298	-16	none	H1_	H1_chr5	7405200	none	0	UGM
SRR6485325.14137	0	none	H1_	H1_chr5	7413434	none	0	UGM
SRR6485325.127770	0	0	undetermined	H1_chr5	7464244	H2_chr5	7361693	ES
SRR6485325.19531	0	0	undetermined	H1_chr5	7477393	H2_chr5	7375744	PEES
SRR6485325.190103	-38	none	H1_	H1_chr5	7499701	none	0	UGM
SRR6485325.171896	0	0	undetermined	H1_chr5	7549983	H2_chr5	7448470	PEES
SRR6485325.23469	-5	none	H1_	H1_chr5	7600688	none	0	UGM
